NUMBER, PARENT, DOCUMENT TYPE, DESCRIPTION, MATERIAL, QTY, UNITQTY, LG, WD
08-0150,4003657,Single Part,"SHAFT, PRECISION Ø1-1/2","AISI 440C SS",,,33 3/4,
