NUMBER, PARENT, DOCUMENT TYPE, DESCRIPTION, MATERIAL, QTY, UNITQTY, LG, WD
12-0073,4003507,Single Part,"PLATE, 3/8","CSA G40.21-44W STEEL",,,8,12
